idx,time_sec,mar,ear,nose_chin
133,4.433288999999999,0.052493821426497556,0.38238993966033613,0.7325784938738384
134,4.466622,0.05258160589884509,0.40245801920275615,0.7525061452951562
135,4.499955,0.04545599174391218,0.40750418767378127,0.8032191060330414
136,4.533288,0.046326698045092346,0.4038898787888281,0.8310239139765437
137,4.566621,0.046526346956819425,0.3999522376872613,0.8674275554609215
138,4.599953999999999,0.048178310017832224,0.40021040895493903,0.9069541433474382
139,4.633287,0.04959555729442777,0.38382871829941767,0.9286908267004831
140,4.66662,0.052798172759850354,0.3619276061855743,0.9549363852082629
141,4.699953,0.05071085473591555,0.3490403100034962,0.9590246427641793
142,4.733286,0.048709921618327726,0.3562854997902749,0.9600555894637596
143,4.7666189999999995,0.05066690697074494,0.3598958919472295,0.9694192330778867
144,4.799951999999999,0.05087371264672798,0.36294042842996144,0.9674880168219497
145,4.833285,0.05396781817315931,0.3486753533019394,0.9754803557347727
146,4.866618,0.05474512690445121,0.3268016783663928,0.9727933749896274
147,4.899951,0.05674833827195192,0.3333229579249919,0.96691859890558
148,4.933284,0.055841500458172925,0.32144175819967935,0.9790724346355038
149,4.966616999999999,0.05569079786558637,0.32837238982176314,0.9725237718501744
150,4.99995,0.055656696730248395,0.3221567470612966,0.9715867463760484
151,5.033283,0.05695523711237713,0.30793720988578005,0.9665982170989135
152,5.066616,0.05555056116460321,0.31391795265654654,0.9583094014085882
153,5.099949,0.054551958400674956,0.318280171387184,0.9589917313634919
154,5.1332819999999995,0.05564252541753464,0.3153810947102262,0.9554720459283231
155,5.166615,0.05658034915760951,0.30929311497053225,0.9520630604583398
156,5.199948,0.05682534415157079,0.31670727403709265,0.9550205639353548
157,5.233281,0.055487996075503324,0.3119084282215251,0.9588578318439426
158,5.266614,0.052227445251511025,0.32254834922228465,0.9598520957589671
159,5.2999469999999995,0.05370507279295094,0.32163244615231223,0.9464705190817367
160,5.333279999999999,0.05471195628464414,0.3164693417538991,0.9539954050891416
161,5.366613,0.05284158474091094,0.3197907595776699,0.9589471580625236
162,5.399946,0.0532655979366678,0.32154385239860217,0.9617545939546919
163,5.433279,0.05312210807763349,0.32219372321500406,0.9519588393343598
164,5.466612,0.05322297175180862,0.3268255364242747,0.9550889052322316
165,5.499944999999999,0.05287028796921599,0.331739510277981,0.9583560406089615
166,5.533278,0.05187022840257702,0.31906558062574364,0.946901572420516
167,5.566611,0.05211861230564464,0.3274113467265735,0.9572273388989473
168,5.599944,0.050442478748451765,0.3204172550084681,0.9445142956728034
169,5.633277,0.04997673335741203,0.32828328963959974,0.9504678670068919
170,5.6666099999999995,0.05033860455925417,0.32395058920789543,0.9506842233107952
171,5.699942999999999,0.050779196282072614,0.32400763461489535,0.9445092438468393
172,5.733276,0.053357184971431396,0.31639666448863635,0.9475127289839057
173,5.766609,0.05424434892361194,0.3073983142243409,0.947874702365158
174,5.799942,0.05253101891194345,0.31168543986429575,0.9568062504509003
175,5.8332749999999995,0.05330703954912497,0.31210802508101787,0.9509123943546552
176,5.866607999999999,0.05349686934985813,0.3163812713206041,0.9504358545788141
177,5.899941,0.05383889513495716,0.3124956456039574,0.9454449353808769
178,5.933274,0.05243434520039766,0.3107298672817911,0.9494800802554688
179,5.966607,0.05405510938063246,0.31791751355556036,0.9449576484342466
180,5.99994,0.052564352984173605,0.30361259132875484,0.9475136405697527
181,6.033272999999999,0.05363459726272673,0.3101297184204781,0.9432353396061465
182,6.066605999999999,0.05341985037107889,0.31416707054965104,0.943326029911819
183,6.099939,0.05337674426646463,0.31185340846117937,0.9381680632817323
184,6.133272,0.05314836516658278,0.31161283731097966,0.9349501952622362
185,6.166605,0.05205072644790901,0.31937999475328616,0.928155697333272
186,6.1999379999999995,0.05084897098864842,0.3101689157053986,0.9360785583596053
187,6.233270999999999,0.053172935752827374,0.32367513691224514,0.9290737927502356
188,6.266604,0.05202953728452801,0.3257739068499832,0.9305373811726276
189,6.299937,0.051054321619863716,0.32351238494936563,0.9255075276912922
190,6.33327,0.04845868890910252,0.33016511715564223,0.9225953043919907
191,6.366603,0.05260247780948518,0.33478973089319913,0.9201559288162946
192,6.399935999999999,0.05275296467227963,0.3328183995155097,0.9165451500607406
193,6.433268999999999,0.05273109430686057,0.33623952862825846,0.911638424547697
194,6.466602,0.0513987302324097,0.33336635986719065,0.9113653122942332
195,6.499935,0.05070766152075517,0.3357689825977501,0.9111071536188222
196,6.533268,0.04723115266044307,0.34017608073064265,0.9018589389353081
197,6.5666009999999995,0.05161091384814256,0.3320950817666569,0.9018607732325998
198,6.599933999999999,0.052409099058514215,0.33468376216952844,0.8964851166655842
199,6.633267,0.04850923004899033,0.32750666533469514,0.8927649131326204
200,6.6666,0.053017078156236054,0.3329646169670274,0.8911216705608433
201,6.699933,0.05177570680317772,0.325023200698665,0.8935790797973846
202,6.7332659999999995,0.050477558366998375,0.3255325927921646,0.8893998182302313
203,6.766598999999999,0.05206046228664821,0.3197785926091131,0.8906901262980347
204,6.799932,0.05036264203489082,0.3246537467848983,0.8873814329839697
205,6.833265,0.05094938902619787,0.318395217310051,0.8904266934080319
206,6.866598,0.05162947668138735,0.32442120851262146,0.8799966494572316
207,6.899931,0.05117167150904511,0.3247355382616597,0.8745869638444359
208,6.933263999999999,0.05134227061783353,0.3233365048732584,0.8745023489269294
209,6.966596999999999,0.050963979728516774,0.32662058639373015,0.8768789735384936
210,6.99993,0.05298330742653744,0.3253424662354772,0.8830281888383882
211,7.033263,0.0523231921878965,0.32771567345545555,0.8802053983280401
212,7.066596,0.051816348808336625,0.3268385816394801,0.8735061130589532
213,7.0999289999999995,0.0518694971870862,0.3251655036216111,0.8706813017893934
214,7.133261999999999,0.05167815641410676,0.3264761885753874,0.8635521141835779
215,7.166595,0.05143435646806748,0.32469396071376155,0.8626367010133303
216,7.199928,0.05343642738161079,0.31211826749542115,0.8940722230627914
217,7.233261,0.10443421406209923,0.3213544092170459,0.9187977446142487
218,7.2665939999999996,0.20200845082392,0.33130730388152196,0.9169619984194465
219,7.299926999999999,0.1943254864609314,0.33613006666636647,0.8945460873252536
220,7.333259999999999,0.1854300266141398,0.33613198057114385,0.8883404173567854
221,7.366593,0.1533118031879481,0.34805277763554215,0.8766116449430115
222,7.399926,0.13196032079185363,0.34215711779910724,0.8684883954038906
223,7.433259,0.1255044279066067,0.34231484349708646,0.8606370752794342
224,7.4665919999999995,0.1218781202829616,0.3353893474490117,0.8573018660985978
225,7.499924999999999,0.10458341800221521,0.33582046277438204,0.8578404695722301
226,7.533258,0.10883741963402084,0.3192173010486419,0.8443035400132785
227,7.566591,0.101814834858229,0.2934808342155525,0.8393886406763966
228,7.599924,0.10057147630839579,0.3083265027892945,0.8404002037112297
229,7.6332569999999995,0.12036747427567536,0.31235271755594446,0.831382934906264
230,7.666589999999999,0.1300532865571598,0.3097742697479108,0.8252513530496997
231,7.699922999999999,0.1284551659087266,0.3082397851455132,0.8244643356939194
232,7.733256,0.13079083316271495,0.3098576754818596,0.8284577976708759
233,7.766589,0.13316121079822169,0.31335155953554383,0.8246242206269142
234,7.799922,0.14774237302794002,0.29998858473524165,0.8289841398423375
235,7.833254999999999,0.16135470571206958,0.28925954940070786,0.8298706758098875
236,7.866587999999999,0.16376533910957494,0.2982230492148569,0.843593603864608
237,7.899921,0.15952199123107857,0.30792300684921947,0.8340652140367214
238,7.933254,0.1599840365238345,0.3047326348629379,0.837853428818447
239,7.966587,0.16292799155090545,0.31170632346438204,0.8389562913351967
240,7.9999199999999995,0.15804714449807034,0.3143562051564851,0.8347786090315662
241,8.033253,0.14331995601640762,0.31099910667617753,0.8341218139850722
242,8.066586,0.13612791132103916,0.3186700231762751,0.8358756967076285
243,8.099919,0.13883660085444385,0.3178018608498161,0.8296537469756344
244,8.133251999999999,0.12894969645222185,0.31790101912295954,0.8283137091423709
245,8.166585,0.13219247196947986,0.31538823711865294,0.8249539613323542
246,8.199918,0.13113792404554653,0.31306446831653917,0.8274445853516987
247,8.233251,0.13940710963494923,0.3091587249435509,0.8335366952529235
248,8.266584,0.16900466938272343,0.31069721493429314,0.8636478215847101
249,8.299916999999999,0.17867468390292257,0.31480659785583265,0.8662413976477279
250,8.33325,0.2060528993089005,0.3234001576547423,0.8695030273362045
251,8.366583,0.20845110293059607,0.33003509461332403,0.8683786337848901
252,8.399916,0.15543661130132913,0.33053376101200116,0.8662086570121021
253,8.433249,0.08310619433104482,0.3311082783796714,0.8573615479165665
254,8.466581999999999,0.05613968847672504,0.32954226924705643,0.8483174797333165
255,8.499915,0.05782722306318699,0.33765604015598316,0.8369305586571868
256,8.533248,0.054387620874001216,0.32328350289935437,0.8441750041344595
257,8.566581,0.08662946598459016,0.3263519674944458,0.8436040463606369
258,8.599914,0.11164048633166183,0.32985942403852914,0.8441448860372226
259,8.633246999999999,0.1043310577826974,0.3225438652878079,0.8348117963394621
260,8.66658,0.09894511236565068,0.3272830674855493,0.8327076094766013
261,8.699912999999999,0.09093860303484182,0.32364957109396186,0.8328002309968131
262,8.733246,0.08409128461199056,0.32377043977032216,0.8229987422448005
263,8.766579,0.08311218388535449,0.32368007783704145,0.8239029196541973
264,8.799911999999999,0.07946528833800935,0.3233709562929094,0.8132546072166938
265,8.833245,0.0681823014680511,0.31732046826267774,0.8115664357186511
266,8.866577999999999,0.05691249160706384,0.320164846587878,0.8044189895004222
267,8.899911,0.05309147458090991,0.3161074248867003,0.7981413379899552
268,8.933244,0.053377269956114325,0.31769040700380924,0.7951975627998324
269,8.966577,0.05129698642038862,0.31752207650292086,0.7943503716415861
270,8.99991,0.05336567126469969,0.32143544014591086,0.8023676542133439
271,9.033242999999999,0.055328747644737844,0.31982731284077726,0.8054642043004564
272,9.066576,0.057889979660596294,0.3215829517691435,0.8002953531709001
273,9.099909,0.05789884750672216,0.32476153632031735,0.7960353921757906
274,9.133242,0.05629147413898784,0.3176870279474776,0.8014165686941649
275,9.166575,0.05762868619684916,0.25874923973996133,0.8327577856435759
276,9.199907999999999,0.10988680464589808,0.1711527412971977,0.8526140268232579
277,9.233241,0.16194039776494987,0.20509927659079996,0.8573810773675379
278,9.266574,0.16134166489842147,0.22201650444596355,0.8450053365244321
279,9.299907,0.14586723370045954,0.2331615455864956,0.84175008839449
280,9.33324,0.12428373287450566,0.24025836814167803,0.8155873472262903
281,9.366572999999999,0.09674958597467209,0.2594174226438176,0.810683985864505
282,9.399906,0.098151525948676,0.25847172947921915,0.7964744906850645
283,9.433239,0.12999107419913847,0.2623113184443395,0.8021621977331967
284,9.466572,0.16946495623596963,0.2763921779964049,0.827131158132562
285,9.499905,0.18751346095192858,0.2888154487943119,0.8405703594375582
286,9.533237999999999,0.18311426486240245,0.2810841924643702,0.833792986429663
287,9.566571,0.16624440457753453,0.2600747150388939,0.8297101377412243
288,9.599903999999999,0.11670240683194043,0.2634441866915007,0.8282234667570143
289,9.633237,0.08567752018541894,0.25983035025158635,0.823331605157064
290,9.66657,0.08779465731109873,0.2502009800704896,0.821798244234395
291,9.699902999999999,0.08937007378867699,0.23871477412529177,0.8212696670940061
292,9.733236,0.08799489496063083,0.25810656407669763,0.8184496364414421
293,9.766568999999999,0.08967850957467136,0.26668526010867755,0.8190542117765391
294,9.799902,0.09164649945354328,0.2842422002491442,0.8252392434589085
295,9.833235,0.09576571793277205,0.28604655755489217,0.835874670157099
296,9.866568,0.09883972119442132,0.2972363962698605,0.8387497595404313
297,9.899901,0.10083783297385421,0.29771276140238456,0.8486142997392639
298,9.933233999999999,0.10071013727217955,0.30272571746771354,0.8623318281401758
299,9.966567,0.10091163801067382,0.30712122531451547,0.8816764175682165
300,9.9999,0.10172174703420585,0.3200265048399772,0.8900131358445713
301,10.033233,0.10210700807112187,0.30813898597351463,0.9231966865778832
302,10.066566,0.10712702793211475,0.3162524134601276,0.9262671158750658
303,10.099898999999999,0.11473508435818544,0.2930590003993626,0.9355724595632966
304,10.133232,0.11474221957922731,0.31484758284966147,0.9721394316037196
305,10.166565,0.1130591217440592,0.29553509968330394,1.0057816795493508
306,10.199898,0.11578048324139688,0.32746856240266087,1.0919086538744915
307,10.233231,0.11933895985017032,0.3417515681131411,1.1864577190776608
308,10.266563999999999,0.1311571929288789,0.37345994328880855,1.2206580389510022
309,10.299897,0.12922703346997103,0.4112009903917061,1.3075535251208168
310,10.33323,0.1290287691742282,0.3505547510434843,1.238144304787879
311,10.366563,0.12864362539667348,0.4241864934390459,1.2841258356052532
312,10.399896,0.13048158927247147,0.3622851796482033,1.1914189872328265
313,10.433228999999999,0.1182718920220867,0.3982817833096243,1.2019190497775527
314,10.466562,0.12926768710570766,0.3773744012687863,1.1423216099864073
315,10.499894999999999,0.1256577675858898,0.3827126283233898,1.1278170937736258
316,10.533228,0.1347783348654284,0.37039617677859615,1.1185947628088326
317,10.566561,0.13176404899400068,0.3643291339860283,1.1273304889982656
318,10.599893999999999,0.12960225107965437,0.3679076133088745,1.140508222535231
319,10.633227,0.12442782037962452,0.39078183271064443,1.146926570369645
320,10.666559999999999,0.14716947696340038,0.41187780429753357,1.148751998554832
321,10.699893,0.14373947586034277,0.40523598402155836,1.148800896586414
322,10.733226,0.15753127332736633,0.4626079526363267,1.1740122907378308
323,10.766558999999999,0.16138827381119136,0.40538543711581443,1.1444620492325774
324,10.799892,0.17136633648658142,0.45239126242736905,1.1708299980532297
325,10.833224999999999,0.16256003209837253,0.3953628584871865,1.1608279818499196
326,10.866558,0.16598256183427293,0.47253229537590136,1.1923632199124006
327,10.899891,0.14652718840561374,0.4636230245797116,1.224595890777317
328,10.933224,0.15414291720641815,0.478090063622359,1.2287729536024878
329,10.966557,0.15832404280925041,0.39058271080109663,1.2343601957828496
330,10.999889999999999,0.17054653603873102,0.4274854388304594,1.2523247217303708
331,11.033223,0.1611912750301862,0.4010839007426656,1.208290419967117
332,11.066556,0.17505240977181186,0.42561208138788303,1.2440505421830192
333,11.099889,0.19350302779564146,0.4062169238246526,1.2369627624156745
334,11.133222,0.18199751296679567,0.3935450585754446,1.2416689744580967
335,11.166554999999999,0.17763768230661675,0.4300232726202725,1.2638262097186002
336,11.199888,0.17802844602634446,0.4490963484120599,1.2234391863469167
337,11.233220999999999,0.1837090057534174,0.42868566517325524,1.2071805165318519
338,11.266554,0.18200633213365722,0.4000355609867038,1.191401439754192
339,11.299887,0.17334771150348727,0.4000566920338555,1.1919246314577743
340,11.333219999999999,0.16868884801372244,0.402329745471756,1.1810831266595043
341,11.366553,0.17167167147975343,0.3879152284112036,1.1865497872616615
342,11.399885999999999,0.18235214425120552,0.4100971964359087,1.219625186251927
343,11.433219,0.16314347259629675,0.46418317696665334,1.2241469642878684
344,11.466552,0.1708059707935286,0.4454203554066455,1.2306113193566905
345,11.499884999999999,0.16216220645089377,0.4855093223985984,1.2178577054416984
346,11.533218,0.1665822757489761,0.42300778127444416,1.2119926134233703
347,11.566550999999999,0.17077492631908,0.4185368576136343,1.226008478186892
348,11.599884,0.17615527132925346,0.38775100725281547,1.2123368691709717
349,11.633217,0.17102886815470827,0.3892023292252194,1.2369615737122102
350,11.666549999999999,0.1688062614891937,0.4083893497900104,1.219268894430655
351,11.699883,0.17384121822516738,0.4208797983029021,1.1868827464186702
352,11.733215999999999,0.1579483007293831,0.452545289342113,1.201139828443331
353,11.766549,0.16564206292500283,0.5139942414989646,1.1981153686802393
354,11.799882,0.15800844534833422,0.4300124042000189,1.1474428108314423
355,11.833215,0.1452573423409713,0.32903349257715475,1.017470208398514
356,11.866548,0.18643934833413728,0.32397917884399635,0.9985654261184879
357,11.899880999999999,0.17599814863209579,0.3090381580806767,1.097075461700384
358,11.933214,0.19232328795655512,0.18289867275305854,1.0231707036622153
359,11.966547,0.14297611352556408,0.350255382854879,1.0863869441013119
360,11.99988,0.12655301218682002,0.35517731126306173,0.9842900290868161
361,12.033213,0.12615456124457342,0.2916289369245477,0.934851798138897
362,12.066545999999999,0.10204499233508164,0.2767190928533083,0.905767817186609
363,12.099879,0.09988104297668678,0.24053297147140798,0.8763739241425822
364,12.133211999999999,0.09388703117444587,0.23313571515993975,0.8639287900029411
365,12.166545,0.09276688765744356,0.06695680566821949,0.8434747569568428
366,12.199878,0.08863189405101328,0.15905105166043998,0.8348057175251774
367,12.233210999999999,0.08211955141635349,0.22274678270866632,0.833767415250117
368,12.266544,0.07635424985618706,0.2370758596653194,0.851695800733166
369,12.299876999999999,0.07574003264296157,0.24182034394523888,0.853013870960394
370,12.33321,0.07585914111826914,0.24379759260514927,0.8562222027434326
371,12.366543,0.07378482746849299,0.23901092834809484,0.8743725654233488
372,12.399875999999999,0.07315605797677516,0.25099127807339433,0.8875517974386237
373,12.433209,0.07215935205434439,0.23979702005369205,0.8819043984210299
374,12.466541999999999,0.0714240737532597,0.2574682906576187,0.8885635162156003
375,12.499875,0.0706807742655035,0.2505728334126117,0.8937183609594521
376,12.533208,0.07067557713427099,0.25775760515357216,0.8986329760998146
377,12.566540999999999,0.06944923189184665,0.2566863157435755,0.9034559917127819
378,12.599874,0.06998971641260067,0.25969520693748804,0.8940587131052097
379,12.633206999999999,0.06930863386709123,0.24483947384277976,0.8975320882766322
380,12.66654,0.06991431349570128,0.24222630550636032,0.9047432812580332
381,12.699873,0.06955278552888451,0.2486429294126776,0.8972514589175911
382,12.733206,0.06762569596525853,0.26022195719186425,0.9002313946795938
383,12.766539,0.06954449236167352,0.26046011222579935,0.8978870123765615
384,12.799871999999999,0.06862331308827176,0.2526667915265262,0.8920752700718363
385,12.833205,0.06872804367901328,0.25249719508694796,0.8916268214381143
386,12.866537999999998,0.06858854061171663,0.26578549329941725,0.8821445384761629
387,12.899871,0.06815239309784278,0.25718164315617814,0.8799463600520147
388,12.933204,0.06949896037189224,0.2647016317543297,0.8694884862048186
389,12.966536999999999,0.06836574643050573,0.27332110675399857,0.8531247096725721
390,12.99987,0.0706480939879093,0.28077781019538783,0.8435912172597897
391,13.033202999999999,0.06932189121782605,0.2785847505603472,0.8415509826674221
392,13.066536,0.07009019495137277,0.28294457213511404,0.8361329153459892
393,13.099869,0.069935857780265,0.2812248884889673,0.8307906717260672
394,13.133201999999999,0.07067639867085936,0.27212758144012383,0.8313301388679586
395,13.166535,0.07000198002012469,0.2668732712581766,0.8248978034286609
396,13.199867999999999,0.07033613599723156,0.26898977578532146,0.8324308211099164
397,13.233201,0.07038041093464835,0.27715188276982416,0.8245261692579672
